leading_item_id,following_item_id,best_lag,max_corr
ATLDMDBO,VBYCLTYZ,2,0.6382672695991989
ATLDMDBO,VMAQSTJE,8,0.49074358508873045
ATLDMDBO,WBLJNPZQ,9,0.4825572609554925
ATLDMDBO,WPQXWHYO,9,-0.47006329131321084
ATLDMDBO,XUOIQPFL,1,0.5201365914083842
ATLDMDBO,ZGJXVMNI,8,-0.646197123026812
ATLDMDBO,ZKENOUDA,9,-0.551444600357265
AXULOHBQ,ATLDMDBO,9,-0.5268943971848847
AXULOHBQ,BJALXPFS,1,0.4780913855365558
AXULOHBQ,BSRMSVTC,3,0.5802806775948827
AXULOHBQ,DNMPSKTB,3,0.4062202838843407
AXULOHBQ,EVBVXETX,7,-0.5712735905588107
AXULOHBQ,FDXPMYGF,1,0.546014055966756
AXULOHBQ,FQCLOEXA,1,-0.48768937043539684
AXULOHBQ,KEUWZRKO,6,0.6359747141988348
AXULOHBQ,KJNSOAHR,9,-0.37705134486450564
AXULOHBQ,LPHPPJUG,1,-0.3972916475763908
AXULOHBQ,LUENUFGA,7,0.7083974357698073
AXULOHBQ,NZKBIBNU,4,-0.5176253471028228
AXULOHBQ,OGAFEHLU,6,0.6157743031081055
AXULOHBQ,PYZMVUWD,6,0.6161727174688566
AXULOHBQ,RJGPVEXX,7,-0.6221282870251132
AXULOHBQ,SAHWCZNH,6,0.6555384107217364
AXULOHBQ,UXSPKBJR,4,-0.4714082835175183
AXULOHBQ,VMAQSTJE,5,0.5517399764998538
AXULOHBQ,VUAFAIYJ,7,-0.5053146078427523
AXULOHBQ,VWMBASNE,9,0.5618724823597224
AXULOHBQ,WPQXWHYO,6,-0.5495221148217364
AXULOHBQ,XIFHSOWQ,8,0.7750654806969469
AXULOHBQ,XUOIQPFL,3,0.416683558147493
BEZYMBBT,APQGTRMF,2,0.3990044938299787
BEZYMBBT,DBWLZWNK,3,0.481278553972143
BEZYMBBT,ELQGMQWE,4,-0.5150670982993485
BEZYMBBT,FQCLOEXA,9,-0.5435626699701758
BEZYMBBT,GYHKIVQT,5,0.5043229064213891
BEZYMBBT,HXYSSRXE,6,0.5914371186921655
BEZYMBBT,KJNSOAHR,5,-0.42515470224041163
BEZYMBBT,OKMBFVKS,6,0.4704808760563872
BEZYMBBT,RAWUKQMJ,1,0.4179257144723914
BEZYMBBT,RCBZUSIM,6,0.42428765687024356
BEZYMBBT,RJGPVEXX,2,-0.4005944292009688
BEZYMBBT,STZDBITS,1,0.36603634694545023
BEZYMBBT,UIFPPCLR,3,0.39261138978038
BEZYMBBT,WBLJNPZQ,5,0.4385803997527793
BEZYMBBT,YSYHGLQK,1,-0.38861886378413474
BJALXPFS,AXULOHBQ,9,0.44317680395112785
BJALXPFS,BSRMSVTC,3,0.38007223114201627
BJALXPFS,DNMPSKTB,2,0.5379619396709903
BJALXPFS,EVBVXETX,8,-0.4358928044545052
BJALXPFS,FITUEHWN,9,-0.488230483248609
BJALXPFS,KEUWZRKO,4,0.41571221419354076
BJALXPFS,OGAFEHLU,5,0.49056758222908714
BJALXPFS,QRKRBYJL,3,0.517295531848678
BJALXPFS,QVLMOEYE,5,0.42606946992710903
BJALXPFS,RJGPVEXX,4,-0.49709127404596454
BJALXPFS,SDWAYPIK,5,0.5121748454434856
BJALXPFS,SNHYOVBM,5,0.4392548480579235
BJALXPFS,UGEQLMXM,8,0.49121103631717755
BJALXPFS,UIFPPCLR,7,0.5087822843598371
BJALXPFS,VMAQSTJE,4,0.43060336010133565
BJALXPFS,VWMBASNE,9,0.47687905617795534
BLANHGYY,AXULOHBQ,2,0.4936096868899673
BLANHGYY,BJALXPFS,1,0.40826306859305395
BLANHGYY,BSRMSVTC,3,0.8600316319699371
BLANHGYY,DNMPSKTB,5,0.4456363950584101
BLANHGYY,EVBVXETX,9,-0.4681334956051642
BLANHGYY,FDXPMYGF,1,0.7113063793840732
BLANHGYY,FITUEHWN,5,0.42280541265428795
BLANHGYY,FQCLOEXA,5,-0.49663799337787373
BLANHGYY,HCDTGMST,5,0.5936501752276281
BLANHGYY,HXYSSRXE,2,0.44824755736149535
BLANHGYY,JBVHSUWY,4,0.46128080523312115
BLANHGYY,KEUWZRKO,6,0.6514161066526433
BLANHGYY,LPHPPJUG,1,-0.45706416431087593
BLANHGYY,LRVGFDFM,5,0.44541003854985073
BLANHGYY,LUENUFGA,7,0.5323738507114412
BLANHGYY,OGAFEHLU,6,0.7190786972009756
BLANHGYY,PYZMVUWD,3,0.4554833090887162
BLANHGYY,RJGPVEXX,9,-0.46353441065470413
BLANHGYY,SAHWCZNH,6,0.5316864390811401
BLANHGYY,SUOYXCHP,3,0.6194046234542238
BLANHGYY,TGOELCAG,5,0.46647340553257166
BLANHGYY,UIFPPCLR,8,0.5123302474955025
BLANHGYY,VMAQSTJE,5,0.7244680203110472
BLANHGYY,WBLJNPZQ,2,0.48362117722729486
BLANHGYY,WPQXWHYO,6,-0.5483601673922995
BLANHGYY,WQMVCOEM,2,0.44122739012136897
BLANHGYY,XIFHSOWQ,8,0.7622029939642153
BLANHGYY,XUOIQPFL,5,0.43360586753259733
BSRMSVTC,BEZYMBBT,4,0.437852253856836
BSRMSVTC,EVBVXETX,1,-0.4471655505377321
BSRMSVTC,FITUEHWN,2,0.5133076922226992
BSRMSVTC,HCDTGMST,2,0.4907089158689035
BSRMSVTC,JBVHSUWY,1,0.4055807670194229
BSRMSVTC,JPBRUTWP,4,0.49098493254055064
BSRMSVTC,KEUWZRKO,3,0.5381604551100685
BSRMSVTC,LSOIUSXD,4,0.4631238109516862
BSRMSVTC,LUENUFGA,4,0.5202629962970929
BSRMSVTC,OGAFEHLU,3,0.6119708267825357
BSRMSVTC,PYZMVUWD,7,0.4202274674510703
BSRMSVTC,RJGPVEXX,6,-0.4962184145594895
BSRMSVTC,ROACSLMG,1,-0.5156757655091068
BSRMSVTC,SAHWCZNH,7,0.36974674232962124
BSRMSVTC,STZDBITS,5,0.45922367122883595
BSRMSVTC,TGOELCAG,2,0.48045456258454844
BSRMSVTC,UIFPPCLR,5,0.4635994130741923
BSRMSVTC,VMAQSTJE,2,0.6747837581008659
BSRMSVTC,VWMBASNE,7,0.6429018840013571
BSRMSVTC,WPQXWHYO,3,-0.5341861856028189
BSRMSVTC,XIFHSOWQ,5,0.6280598868149473
BSRMSVTC,XIPPENFQ,9,0.5397913452814523
BSRMSVTC,XUOIQPFL,2,0.4734572527649488
BTMOEMEP,APQGTRMF,6,0.44554747578555437
BTMOEMEP,ATLDMDBO,6,0.6898142554092048
BTMOEMEP,AXULOHBQ,9,0.610646595352782
BTMOEMEP,BEZYMBBT,9,0.44507916167686723
BTMOEMEP,BJALXPFS,9,0.5917383618438398
BTMOEMEP,BLANHGYY,9,0.509637023091706
BTMOEMEP,BSRMSVTC,5,0.5114107618255722
BTMOEMEP,DBWLZWNK,2,0.4748612673480696
BTMOEMEP,DJBLNPNC,7,0.4929401710881541
BTMOEMEP,DNMPSKTB,7,0.6395271191408011
BTMOEMEP,FDXPMYGF,3,0.3870877103736567
BTMOEMEP,FRHNWLNI,1,0.4024650240302738
BTMOEMEP,GYHKIVQT,4,0.5516960144647727
BTMOEMEP,HXYSSRXE,7,0.6805874873978145
BTMOEMEP,IGDVVKUD,6,0.5843921501152765
BTMOEMEP,JBVHSUWY,6,0.5041852520364042
BTMOEMEP,JPBRUTWP,9,0.608083627329344
BTMOEMEP,LPHPPJUG,6,-0.5486320078769413
BTMOEMEP,LRVGFDFM,4,0.4980621060229266
BTMOEMEP,OGAFEHLU,8,0.4800385351567644
BTMOEMEP,OKMBFVKS,4,0.49780187526946457
BTMOEMEP,OXKURKXR,2,0.4733493825779278
BTMOEMEP,QRKRBYJL,5,0.6428130911727098
BTMOEMEP,QVLMOEYE,7,0.6728263921370732
BTMOEMEP,RAWUKQMJ,4,0.5761682355222599
BTMOEMEP,RCBZUSIM,5,0.6474710734129724
BTMOEMEP,SDWAYPIK,2,0.5612992962797084
BTMOEMEP,UGEQLMXM,1,0.4958916169323858
BTMOEMEP,UXSPKBJR,1,0.47202266439116153
BTMOEMEP,VBYCLTYZ,4,0.5686636027529379
BTMOEMEP,WBLJNPZQ,4,0.43838647967064837
BTMOEMEP,WQMVCOEM,4,0.5267323752765953
BTMOEMEP,XIIEJNEE,2,0.566532498008188
BTMOEMEP,XUOIQPFL,1,0.518774735710726
BUZIIBYG,BSRMSVTC,8,0.4915058741996624
BUZIIBYG,BTMOEMEP,3,0.4989883970824095
BUZIIBYG,DJBLNPNC,3,0.42890279203239345
BUZIIBYG,FDXPMYGF,6,0.5557020904835699
BUZIIBYG,FRHNWLNI,4,0.4894067309601232
BUZIIBYG,FWUCPMMW,3,0.6516975979890735
BUZIIBYG,HXYSSRXE,8,0.4804810194138345
BUZIIBYG,RCBZUSIM,8,0.6000986719393221
BUZIIBYG,RJGPVEXX,3,0.4457777183743752
BUZIIBYG,SAHWCZNH,2,-0.46001316825755934
BUZIIBYG,UXSPKBJR,2,0.4316087033184965
BUZIIBYG,WBLJNPZQ,7,0.421940260712303
BUZIIBYG,WPQXWHYO,3,0.4012243777214327
CCLHWFWF,DBWLZWNK,2,0.4661329354914993
CCLHWFWF,DUCMGGNW,4,-0.43911679009367227
CCLHWFWF,FCYBOAXC,3,0.5072338989079965
CCLHWFWF,FQCLOEXA,4,0.4362491946668509
CCLHWFWF,LRVGFDFM,1,0.4340812108404958
CCLHWFWF,LSOIUSXD,4,0.595211922591694
CCLHWFWF,LTOYKIML,4,0.43685855260050965
CCLHWFWF,OGAFEHLU,3,0.5886284502090025
CCLHWFWF,QVLMOEYE,7,0.3618192521068881
CCLHWFWF,SUOYXCHP,3,-0.3919975607969825
CCLHWFWF,VUAFAIYJ,1,-0.6077191280049284
CCLHWFWF,VWMBASNE,6,0.6312396845922706
CCLHWFWF,WBLJNPZQ,9,0.7054913693541107
CCLHWFWF,WHPUAOID,6,0.42888217990022026
CCLHWFWF,ZXERAXWP,7,-0.49990950424484903
DBWLZWNK,APQGTRMF,2,0.4978080397086028
DBWLZWNK,ATLDMDBO,3,0.4407888848878688
DBWLZWNK,AXULOHBQ,7,0.5592139767909555
DBWLZWNK,BEZYMBBT,1,0.35171513862769826
DBWLZWNK,BTMOEMEP,4,0.49242813792243334
DBWLZWNK,CCLHWFWF,9,0.48371065274078495
DBWLZWNK,ELQGMQWE,6,-0.42053732804653365
DBWLZWNK,FDXPMYGF,8,0.6008401330869091
DBWLZWNK,FRHNWLNI,5,0.47600225876806396
DBWLZWNK,FWUCPMMW,3,0.4462760500200764
DBWLZWNK,HXYSSRXE,9,0.5822020361188801
DBWLZWNK,IGDVVKUD,4,0.4422641248447008
DBWLZWNK,JPBRUTWP,2,0.4189846720386992
DBWLZWNK,KJNSOAHR,1,-0.31548294857106485
DBWLZWNK,LRVGFDFM,1,0.44303416065558043
DBWLZWNK,QRKRBYJL,9,0.5295296748541828
DBWLZWNK,QVLMOEYE,2,0.6173289033316589
DBWLZWNK,RCBZUSIM,2,0.5080535654539765
DBWLZWNK,UXSPKBJR,2,0.4282367905978088
DBWLZWNK,WHPUAOID,5,0.4392728055064553
DDEXPPXU,DEWLVASR,2,0.3808547469321812
DDEXPPXU,FTSVTTSR,6,0.39103617476171126
DDEXPPXU,GKQIJYDH,7,0.5502937408614857
DDEXPPXU,JERHKLYW,4,-0.4420821779112402
DDEXPPXU,NZKBIBNU,2,0.4229431809238923
DEWLVASR,AANGBULD,9,0.5366167462775737
DEWLVASR,APQGTRMF,2,-0.5748839667957639
DEWLVASR,BEZYMBBT,7,-0.5403704368648952
DEWLVASR,DNMPSKTB,1,-0.45164480693750897
DEWLVASR,ELQGMQWE,8,0.6121230391135387
DEWLVASR,FTSVTTSR,1,0.39321803736210675
DEWLVASR,FWUCPMMW,9,0.3809146857529511
DEWLVASR,GYHKIVQT,3,-0.5448453606623478
DEWLVASR,IGDVVKUD,9,0.5076480129086236
DEWLVASR,JPBRUTWP,2,-0.4171343713456568
DEWLVASR,KJNSOAHR,4,0.5827480286551603
DEWLVASR,LSOIUSXD,9,0.47550349626505006
DEWLVASR,OKMBFVKS,3,-0.5723790735858046
DEWLVASR,RAWUKQMJ,3,-0.4176430803810177
DEWLVASR,SDWAYPIK,1,-0.5624686647960971
DEWLVASR,UIFPPCLR,3,-0.4536550637408736
DEWLVASR,VMAQSTJE,5,-0.5161531547990501
DEWLVASR,WPQXWHYO,1,0.4787537308714153
DEWLVASR,ZCELVYQU,1,0.46465071899644206
DEWLVASR,ZKENOUDA,4,0.637782329313931
DEWLVASR,ZXERAXWP,6,0.6444353634382587
DJBLNPNC,AXULOHBQ,2,0.4732536867141066
DJBLNPNC,BLANHGYY,2,0.6295642020741565
DJBLNPNC,BSRMSVTC,5,0.7644063154306736
DJBLNPNC,DNMPSKTB,4,0.3565625771206181
DJBLNPNC,FDXPMYGF,3,0.8287260898175384
DJBLNPNC,FITUEHWN,7,0.7362518799373308
DJBLNPNC,FRHNWLNI,1,0.3842151238232421
DJBLNPNC,HCDTGMST,7,0.7376889129275209
DJBLNPNC,JERHKLYW,9,0.5373962092178419
DJBLNPNC,JPBRUTWP,9,0.6278695123739226
DJBLNPNC,KEUWZRKO,8,0.5067299443076909
DJBLNPNC,LSOIUSXD,9,0.5047930232415179
DJBLNPNC,LUENUFGA,9,0.5030029239885336
DJBLNPNC,MBSBZBXA,4,0.4178998371179616
DJBLNPNC,OGAFEHLU,8,0.7257713753391606
DJBLNPNC,PYZMVUWD,8,0.4359371631422408
DJBLNPNC,ROACSLMG,6,-0.484494965668668
DJBLNPNC,SUOYXCHP,5,0.556458383406276
DJBLNPNC,TGOELCAG,7,0.5906080228417506
DJBLNPNC,UQYUIVVR,3,0.5018808867252514
DJBLNPNC,UXSPKBJR,2,0.4023787957178243
DJBLNPNC,VMAQSTJE,7,0.659206991474406
DJBLNPNC,WBLJNPZQ,4,0.45922047373639685
DJBLNPNC,WHPUAOID,1,0.5331393645858343
DJBLNPNC,WQMVCOEM,4,0.5485345362333665
DNMPSKTB,AANGBULD,7,-0.5218283362936362
DNMPSKTB,APQGTRMF,5,0.41524751336817367
DNMPSKTB,ATLDMDBO,3,0.6602814348924957
DNMPSKTB,AXULOHBQ,8,0.6179654655393051
DNMPSKTB,BEZYMBBT,9,0.4602590185572519
DNMPSKTB,BJALXPFS,9,0.43990352773771596
DNMPSKTB,BSRMSVTC,9,0.3934280653570354
DNMPSKTB,DBWLZWNK,1,0.42487312155173995
DNMPSKTB,DEWLVASR,6,-0.527207411652605
DNMPSKTB,DJBLNPNC,7,0.396717914597209
DNMPSKTB,EVBVXETX,6,-0.5371214020567988
DNMPSKTB,FQCLOEXA,7,-0.5173689748632531
DNMPSKTB,GYHKIVQT,6,0.718651345787232
DNMPSKTB,HXYSSRXE,4,0.47236270958638815
DNMPSKTB,IGDVVKUD,6,0.4698408074502686
DNMPSKTB,JPBRUTWP,2,0.6259846794285404
DNMPSKTB,KJNSOAHR,8,-0.46619090614715025
DNMPSKTB,LPHPPJUG,6,-0.4860953630134984
DNMPSKTB,LRVGFDFM,1,0.5776027228050546
DNMPSKTB,MBSBZBXA,2,-0.36547415082278234
DNMPSKTB,OGAFEHLU,2,0.6931024439784989
DNMPSKTB,OKMBFVKS,4,0.6936948486648311
DNMPSKTB,OXKURKXR,1,0.45909863633538195
DNMPSKTB,QJQJSWFU,6,0.43506323491672516
DNMPSKTB,QRKRBYJL,4,0.7291115273205919
DNMPSKTB,QVLMOEYE,4,0.7358485890579403
DNMPSKTB,RAWUKQMJ,4,0.5159579201770993
DNMPSKTB,RCBZUSIM,2,0.4702485328854627
DNMPSKTB,RJGPVEXX,5,-0.5180221128211369
DNMPSKTB,SDWAYPIK,5,0.6945210615724068
DNMPSKTB,UGEQLMXM,2,0.6295923488261455
DNMPSKTB,UIFPPCLR,6,0.4814124593377796
DNMPSKTB,VBYCLTYZ,4,0.5857371701595433
DNMPSKTB,VWMBASNE,7,0.5876980511513377
DNMPSKTB,WBLJNPZQ,9,0.43894705036081333
DNMPSKTB,WPQXWHYO,8,-0.5060236286453701
DNMPSKTB,XIFHSOWQ,6,0.4191064700822584
DNMPSKTB,XIIEJNEE,2,0.4509505167965633
DNMPSKTB,XUOIQPFL,1,0.6073159177627571
DNMPSKTB,ZGJXVMNI,1,-0.626236224080905
DNMPSKTB,ZKENOUDA,8,-0.6729426566413265
DUCMGGNW,BLANHGYY,3,0.4650542815048163
DUCMGGNW,BUZIIBYG,1,0.37721187137403756
DUCMGGNW,DJBLNPNC,1,0.321590172004497
DUCMGGNW,KEUWZRKO,7,0.44238626299331624
DUCMGGNW,UXSPKBJR,3,0.40799622495157795
ELQGMQWE,AANGBULD,1,0.5790457764012932
ELQGMQWE,BEZYMBBT,1,-0.3986814807639936
ELQGMQWE,BUZIIBYG,9,0.486821512027896
ELQGMQWE,DEWLVASR,4,0.45543150390947545
ELQGMQWE,FITUEHWN,3,0.40822879858479094
ELQGMQWE,FQCLOEXA,5,0.6189138210903576
ELQGMQWE,FTSVTTSR,4,0.49177077391658325
ELQGMQWE,FWUCPMMW,1,0.3154536418941373
ELQGMQWE,GYHKIVQT,3,-0.46725074228382313
ELQGMQWE,HXYSSRXE,2,-0.4384271151538023
ELQGMQWE,JERHKLYW,1,0.3315714182085452
ELQGMQWE,JSLXRQOK,1,0.40009064383487114
ELQGMQWE,KJNSOAHR,4,0.4896707098704115
ELQGMQWE,LLHREMKS,6,0.5918531102997892
ELQGMQWE,NAQIHUKZ,3,0.40508850871094004
ELQGMQWE,OKMBFVKS,2,-0.6559461800963379
ELQGMQWE,SDWAYPIK,1,-0.4394400298372081
ELQGMQWE,UIFPPCLR,1,-0.4742546253986794
ELQGMQWE,WBLJNPZQ,1,-0.458471224649663
ELQGMQWE,XIIEJNEE,4,0.5195212807145447
ELQGMQWE,XUOIQPFL,2,-0.40107195473909074
ELQGMQWE,ZCELVYQU,8,0.6468613436483743
ELQGMQWE,ZKENOUDA,1,0.5092501189269517
ELQGMQWE,ZXERAXWP,3,0.39800605751657486
EVBVXETX,ATLDMDBO,7,0.6062945279732506
EVBVXETX,AXULOHBQ,9,0.47197319618290007
EVBVXETX,BJALXPFS,6,0.4186827962157815
EVBVXETX,BLANHGYY,9,0.5389446807289793
EVBVXETX,BSRMSVTC,7,0.3411589835680221
EVBVXETX,BUZIIBYG,2,0.3841019596164264
EVBVXETX,DJBLNPNC,2,0.39081042149489736
EVBVXETX,FDXPMYGF,6,0.4930522753350623
EVBVXETX,FRHNWLNI,3,0.5746505845844417
EVBVXETX,HXYSSRXE,7,0.6393312230750317
EVBVXETX,IGDVVKUD,2,0.4824145055301961
EVBVXETX,KEUWZRKO,1,-0.514485342098963
EVBVXETX,KJNSOAHR,2,0.5073718550174035
EVBVXETX,LUENUFGA,4,-0.5684186825929948
EVBVXETX,MIRCVAMV,4,-0.42548665171191435
EVBVXETX,NZKBIBNU,2,0.41871467493244185
EVBVXETX,QRKRBYJL,5,0.4471191365759778
EVBVXETX,RCBZUSIM,8,0.45710646444236025
EVBVXETX,SAHWCZNH,1,-0.5945012403104424
EVBVXETX,SUOYXCHP,8,0.40072277946887125
EVBVXETX,UGEQLMXM,8,0.4386842465066034
EVBVXETX,UXSPKBJR,4,0.3954557778682026
EVBVXETX,WPQXWHYO,2,0.6505994789545363
EVBVXETX,XIFHSOWQ,1,-0.5027863241271291
EVBVXETX,XIPPENFQ,4,-0.44407854467891533
EVBVXETX,ZCELVYQU,1,0.40476116426418024
FCYBOAXC,CCLHWFWF,8,0.447655977202798
FCYBOAXC,FWUCPMMW,3,0.42534277261675074
FCYBOAXC,LUENUFGA,4,-0.3952165595729763
FCYBOAXC,QKXNTIIB,4,-0.4322105413899694
FCYBOAXC,VUAFAIYJ,9,-0.5793784838300075
FCYBOAXC,WBLJNPZQ,7,0.4805422214902953
FCYBOAXC,XUOIQPFL,9,0.34659451131795105
FDXPMYGF,BSRMSVTC,2,0.6960081178840907
FDXPMYGF,CCLHWFWF,2,0.38361526416928643
FDXPMYGF,DUCMGGNW,1,0.41876191075623714
FDXPMYGF,FITUEHWN,4,0.49340931426812196
FDXPMYGF,HCDTGMST,4,0.6994121949059531
FDXPMYGF,HXYSSRXE,1,0.5008499001204837
FDXPMYGF,KEUWZRKO,5,0.4499255769951244
FDXPMYGF,LUENUFGA,6,0.7268475913430924
FDXPMYGF,OGAFEHLU,5,0.720369279069779
FDXPMYGF,PYZMVUWD,4,0.4457859344563999
FDXPMYGF,SAHWCZNH,9,0.45249165556047694
FDXPMYGF,SUOYXCHP,2,0.5870616848727782
FDXPMYGF,TGOELCAG,4,0.46646563056084545
FDXPMYGF,VMAQSTJE,4,0.5083672672118787
FDXPMYGF,VWMBASNE,9,0.7015436101345263
FDXPMYGF,WBLJNPZQ,1,0.4005701412757719
FDXPMYGF,WQMVCOEM,1,0.459034970733154
FDXPMYGF,XIFHSOWQ,7,0.7235001062293257
FITUEHWN,BEZYMBBT,3,-0.37674405740497
FITUEHWN,KJNSOAHR,2,0.40313799080540713
FITUEHWN,LUENUFGA,6,-0.34018799598248756
FITUEHWN,RCBZUSIM,1,0.40363254021217687
FITUEHWN,SAAYMURU,2,0.44285338655305956
FITUEHWN,STZDBITS,3,0.45956670697333574
FITUEHWN,WBLJNPZQ,7,0.5339313263492842
FQCLOEXA,AXULOHBQ,1,-0.46228296079677245
FQCLOEXA,BLANHGYY,7,0.503339682331015
FQCLOEXA,BSRMSVTC,2,-0.4906389016755808
FQCLOEXA,DEWLVASR,2,0.43822768289189423
FQCLOEXA,EVBVXETX,3,0.613641021160775
FQCLOEXA,FDXPMYGF,8,0.4664531393861728
FQCLOEXA,FITUEHWN,3,0.5085676939728355
FQCLOEXA,IGDVVKUD,4,0.4488819533643857
FQCLOEXA,KEUWZRKO,1,-0.4176375516441236
FQCLOEXA,KJNSOAHR,7,0.5164589990929631
FQCLOEXA,LUENUFGA,9,-0.516668260988824
FQCLOEXA,NZKBIBNU,4,0.44464959650459157
FQCLOEXA,PYZMVUWD,5,-0.4955952019852771
FQCLOEXA,QJQJSWFU,8,-0.4369756947531329
FQCLOEXA,SAHWCZNH,2,-0.5794096374268121
FQCLOEXA,SNHYOVBM,3,0.40025666796743475
FQCLOEXA,UIFPPCLR,9,-0.43639349295845925
FQCLOEXA,WPQXWHYO,7,0.586839205594442
FQCLOEXA,XIFHSOWQ,3,-0.48111823434098017
