leading_item_id,following_item_id,value
ATLDMDBO,JPBRUTWP,5398122
ATLDMDBO,LPHPPJUG,1145701
ATLDMDBO,LRVGFDFM,2762442
ATLDMDBO,OGAFEHLU,77858
ATLDMDBO,OKMBFVKS,2038699
ATLDMDBO,OXKURKXR,178798
ATLDMDBO,QRKRBYJL,2477850
ATLDMDBO,QVLMOEYE,1041739
ATLDMDBO,RAWUKQMJ,4283881
ATLDMDBO,RCBZUSIM,48916
ATLDMDBO,SDWAYPIK,5205060
ATLDMDBO,UGEQLMXM,207193
ATLDMDBO,UXSPKBJR,382205
ATLDMDBO,VBYCLTYZ,554664
ATLDMDBO,XUOIQPFL,2381995
ATLDMDBO,ZGJXVMNI,2726442
ATLDMDBO,ZKENOUDA,479374
AXULOHBQ,ATLDMDBO,35078598
AXULOHBQ,BJALXPFS,183239
AXULOHBQ,BSRMSVTC,287842
AXULOHBQ,DNMPSKTB,6107800
AXULOHBQ,EVBVXETX,5658502
AXULOHBQ,FDXPMYGF,70368
AXULOHBQ,FQCLOEXA,2759118
AXULOHBQ,HCDTGMST,240562
AXULOHBQ,HXYSSRXE,5002688
AXULOHBQ,KEUWZRKO,491631
AXULOHBQ,LUENUFGA,4188767
AXULOHBQ,NZKBIBNU,295639
AXULOHBQ,OGAFEHLU,93043
AXULOHBQ,PYZMVUWD,24944
AXULOHBQ,RJGPVEXX,830854
AXULOHBQ,SAHWCZNH,2173328
AXULOHBQ,UXSPKBJR,433246
AXULOHBQ,VMAQSTJE,47721
AXULOHBQ,VUAFAIYJ,908855
AXULOHBQ,VWMBASNE,215368
AXULOHBQ,WPQXWHYO,16214417
AXULOHBQ,XIFHSOWQ,72497
AXULOHBQ,XUOIQPFL,2447000
AXULOHBQ,ZGJXVMNI,2832734
BEZYMBBT,APQGTRMF,65836
BEZYMBBT,DBWLZWNK,147748
BEZYMBBT,ELQGMQWE,551578
BEZYMBBT,FQCLOEXA,2277721
BEZYMBBT,GYHKIVQT,35239587
BEZYMBBT,HXYSSRXE,4897934
BEZYMBBT,KJNSOAHR,19796360
BEZYMBBT,RAWUKQMJ,4349829
BEZYMBBT,RJGPVEXX,772978
BEZYMBBT,SDWAYPIK,5292918
BEZYMBBT,WBLJNPZQ,167582
BJALXPFS,DNMPSKTB,5606243
BJALXPFS,GYHKIVQT,35509764
BJALXPFS,KEUWZRKO,465032
BJALXPFS,OGAFEHLU,93235
BJALXPFS,QRKRBYJL,2533058
BJALXPFS,QVLMOEYE,1067734
BJALXPFS,RCBZUSIM,75373
BJALXPFS,RJGPVEXX,807939
BJALXPFS,SDWAYPIK,5257542
BJALXPFS,SNHYOVBM,196037
BJALXPFS,UIFPPCLR,113900
BJALXPFS,VMAQSTJE,51086
BLANHGYY,AXULOHBQ,81102
BLANHGYY,BJALXPFS,178103
BLANHGYY,BSRMSVTC,282706
BLANHGYY,DNMPSKTB,6117302
BLANHGYY,EVBVXETX,5671886
BLANHGYY,FDXPMYGF,66528
BLANHGYY,FITUEHWN,115869
BLANHGYY,FQCLOEXA,2803593
BLANHGYY,HCDTGMST,253759
BLANHGYY,HXYSSRXE,5047915
BLANHGYY,JBVHSUWY,525520
BLANHGYY,JPBRUTWP,5545555
BLANHGYY,KEUWZRKO,480755
BLANHGYY,LPHPPJUG,1245461
BLANHGYY,LRVGFDFM,2895500
BLANHGYY,LUENUFGA,4169637
BLANHGYY,OGAFEHLU,89552
BLANHGYY,PYZMVUWD,21452
BLANHGYY,SAHWCZNH,1995354
BLANHGYY,SUOYXCHP,68169
BLANHGYY,TGOELCAG,1686059
BLANHGYY,UIFPPCLR,105399
BLANHGYY,UQYUIVVR,2656788
BLANHGYY,VMAQSTJE,42585
BLANHGYY,WBLJNPZQ,180305
BLANHGYY,WPQXWHYO,16639906
BLANHGYY,WQMVCOEM,22945
BLANHGYY,XIFHSOWQ,67361
BLANHGYY,XUOIQPFL,2489315
BSRMSVTC,BEZYMBBT,3222845
BSRMSVTC,EVBVXETX,5607322
BSRMSVTC,FITUEHWN,112573
BSRMSVTC,HCDTGMST,249495
BSRMSVTC,JBVHSUWY,517509
BSRMSVTC,JPBRUTWP,5433983
BSRMSVTC,KEUWZRKO,456321
BSRMSVTC,LSOIUSXD,263571
BSRMSVTC,LUENUFGA,4119719
BSRMSVTC,OGAFEHLU,85288
BSRMSVTC,PYZMVUWD,17189
BSRMSVTC,ROACSLMG,2225268
BSRMSVTC,STZDBITS,18708514
BSRMSVTC,TGOELCAG,351963
BSRMSVTC,UIFPPCLR,105189
BSRMSVTC,VMAQSTJE,38854
BSRMSVTC,VWMBASNE,205277
BSRMSVTC,WPQXWHYO,16216195
BSRMSVTC,XIFHSOWQ,67150
BSRMSVTC,XIPPENFQ,150584
BSRMSVTC,XUOIQPFL,2406839
BTMOEMEP,ATLDMDBO,36733126
BTMOEMEP,AXULOHBQ,71666
BTMOEMEP,BJALXPFS,146490
BTMOEMEP,BLANHGYY,72910
BTMOEMEP,BSRMSVTC,269503
BTMOEMEP,DBWLZWNK,133491
BTMOEMEP,DNMPSKTB,5535668
BTMOEMEP,FRHNWLNI,739012
BTMOEMEP,GYHKIVQT,33201448
BTMOEMEP,HXYSSRXE,4865773
BTMOEMEP,IGDVVKUD,26930
BTMOEMEP,JBVHSUWY,483776
BTMOEMEP,JPBRUTWP,5424969
BTMOEMEP,LPHPPJUG,1150104
BTMOEMEP,LRVGFDFM,2789289
BTMOEMEP,OKMBFVKS,2050661
BTMOEMEP,QRKRBYJL,2504697
BTMOEMEP,QVLMOEYE,1046142
BTMOEMEP,RAWUKQMJ,4310728
BTMOEMEP,RCBZUSIM,59310
BTMOEMEP,SDWAYPIK,5292822
BTMOEMEP,UGEQLMXM,211595
BTMOEMEP,UXSPKBJR,394167
BTMOEMEP,VBYCLTYZ,566626
BTMOEMEP,WBLJNPZQ,148692
BTMOEMEP,WQMVCOEM,15445
BTMOEMEP,XIIEJNEE,62604
BTMOEMEP,XUOIQPFL,2393958
BUZIIBYG,BTMOEMEP,8086062
BUZIIBYG,DJBLNPNC,18973
BUZIIBYG,FDXPMYGF,62691
BUZIIBYG,FRHNWLNI,744798
BUZIIBYG,FWUCPMMW,33368
BUZIIBYG,RCBZUSIM,64332
BUZIIBYG,RJGPVEXX,759873
BUZIIBYG,SAHWCZNH,2147497
BUZIIBYG,UXSPKBJR,399953
CCLHWFWF,DBWLZWNK,139552
CCLHWFWF,DUCMGGNW,849256
CCLHWFWF,FCYBOAXC,106439535
CCLHWFWF,FQCLOEXA,2261808
CCLHWFWF,LRVGFDFM,2781811
CCLHWFWF,LSOIUSXD,261384
CCLHWFWF,LTOYKIML,403710
CCLHWFWF,OGAFEHLU,85990
CCLHWFWF,VUAFAIYJ,849557
CCLHWFWF,VWMBASNE,202919
CCLHWFWF,WBLJNPZQ,154753
DBWLZWNK,APQGTRMF,62752
DBWLZWNK,ATLDMDBO,36941036
DBWLZWNK,AXULOHBQ,80731
DBWLZWNK,BTMOEMEP,7564135
DBWLZWNK,FDXPMYGF,65190
DBWLZWNK,FRHNWLNI,754818
DBWLZWNK,FWUCPMMW,33744
DBWLZWNK,GYHKIVQT,34668990
DBWLZWNK,HXYSSRXE,4888347
DBWLZWNK,IGDVVKUD,33092
DBWLZWNK,JPBRUTWP,5409105
DBWLZWNK,LRVGFDFM,2812254
DBWLZWNK,QRKRBYJL,2527272
DBWLZWNK,QVLMOEYE,1061948
DBWLZWNK,RCBZUSIM,66830
DBWLZWNK,UXSPKBJR,409973
DBWLZWNK,VBYCLTYZ,582543
DBWLZWNK,WHPUAOID,63742
DDEXPPXU,GKQIJYDH,2474313
DDEXPPXU,JERHKLYW,76109
DDEXPPXU,NZKBIBNU,299889
DEWLVASR,AANGBULD,376544
DEWLVASR,APQGTRMF,69360
DEWLVASR,BEZYMBBT,3232378
DEWLVASR,DNMPSKTB,5575208
DEWLVASR,ELQGMQWE,555103
DEWLVASR,GYHKIVQT,35247466
DEWLVASR,IGDVVKUD,39701
DEWLVASR,JPBRUTWP,5456790
DEWLVASR,KJNSOAHR,19970008
DEWLVASR,OGAFEHLU,94058
DEWLVASR,OKMBFVKS,2192334
DEWLVASR,RAWUKQMJ,4474136
DEWLVASR,SDWAYPIK,5293357
DEWLVASR,UIFPPCLR,109978
DEWLVASR,VMAQSTJE,48387
DEWLVASR,WPQXWHYO,15949786
DEWLVASR,ZCELVYQU,216644
DEWLVASR,ZGJXVMNI,2785889
DEWLVASR,ZKENOUDA,506191
DEWLVASR,ZXERAXWP,88198
DJBLNPNC,AXULOHBQ,78321
DJBLNPNC,BLANHGYY,81869
DJBLNPNC,BSRMSVTC,278211
DJBLNPNC,FDXPMYGF,63747
DJBLNPNC,FITUEHWN,113088
DJBLNPNC,HCDTGMST,236159
DJBLNPNC,JERHKLYW,73505
DJBLNPNC,JPBRUTWP,5477244
DJBLNPNC,KEUWZRKO,474126
DJBLNPNC,LSOIUSXD,264282
DJBLNPNC,LUENUFGA,4138856
DJBLNPNC,MBSBZBXA,5322228
DJBLNPNC,OGAFEHLU,86342
DJBLNPNC,SUOYXCHP,65387
DJBLNPNC,TGOELCAG,875189
DJBLNPNC,UQYUIVVR,1797519
DJBLNPNC,UXSPKBJR,449895
DJBLNPNC,VMAQSTJE,39376
DJBLNPNC,WBLJNPZQ,176062
DJBLNPNC,WHPUAOID,62562
DJBLNPNC,WQMVCOEM,19736
DNMPSKTB,AANGBULD,374069
DNMPSKTB,APQGTRMF,66886
DNMPSKTB,ATLDMDBO,36927333
DNMPSKTB,AXULOHBQ,84865
DNMPSKTB,DBWLZWNK,148797
DNMPSKTB,DEWLVASR,374069
DNMPSKTB,EVBVXETX,5582523
DNMPSKTB,FQCLOEXA,2275686
DNMPSKTB,GYHKIVQT,35019574
DNMPSKTB,HXYSSRXE,4902838
DNMPSKTB,JPBRUTWP,5447375
DNMPSKTB,LRVGFDFM,2814781
DNMPSKTB,OGAFEHLU,91583
DNMPSKTB,OKMBFVKS,2189859
DNMPSKTB,OXKURKXR,207426
DNMPSKTB,QRKRBYJL,2541762
DNMPSKTB,QVLMOEYE,1066081
DNMPSKTB,RAWUKQMJ,4347793
DNMPSKTB,RCBZUSIM,70200
DNMPSKTB,RJGPVEXX,774027
DNMPSKTB,SDWAYPIK,5290882
DNMPSKTB,UGEQLMXM,228261
DNMPSKTB,VBYCLTYZ,581933
DNMPSKTB,VWMBASNE,212336
DNMPSKTB,WPQXWHYO,15952000
DNMPSKTB,XIIEJNEE,77911
DNMPSKTB,XUOIQPFL,2413897
DNMPSKTB,ZGJXVMNI,2783414
DNMPSKTB,ZKENOUDA,503716
DUCMGGNW,BLANHGYY,79063
DUCMGGNW,UXSPKBJR,404953
ELQGMQWE,AANGBULD,371921
ELQGMQWE,FITUEHWN,117484
ELQGMQWE,FQCLOEXA,2273538
ELQGMQWE,FTSVTTSR,159639
ELQGMQWE,GYHKIVQT,35470097
ELQGMQWE,HXYSSRXE,4901377
ELQGMQWE,JSLXRQOK,37917
ELQGMQWE,KEUWZRKO,461232
ELQGMQWE,KJNSOAHR,20023764
ELQGMQWE,LLHREMKS,103543
ELQGMQWE,NAQIHUKZ,89435
ELQGMQWE,OKMBFVKS,2150690
ELQGMQWE,SDWAYPIK,5289421
ELQGMQWE,UIFPPCLR,105355
ELQGMQWE,WBLJNPZQ,166483
ELQGMQWE,XIIEJNEE,75763
ELQGMQWE,XUOIQPFL,2411749
ELQGMQWE,ZCELVYQU,212021
ELQGMQWE,ZKENOUDA,501568
EVBVXETX,ATLDMDBO,37439609
EVBVXETX,BLANHGYY,91067
EVBVXETX,FQCLOEXA,2278537
EVBVXETX,FRHNWLNI,761802
EVBVXETX,HXYSSRXE,4898749
EVBVXETX,IGDVVKUD,40077
EVBVXETX,KEUWZRKO,466230
EVBVXETX,KJNSOAHR,20135468
EVBVXETX,LUENUFGA,4122688
EVBVXETX,MIRCVAMV,104121
EVBVXETX,NZKBIBNU,279350
EVBVXETX,SAHWCZNH,2164501
EVBVXETX,WPQXWHYO,15934754
EVBVXETX,XIFHSOWQ,72316
EVBVXETX,XIPPENFQ,160493
EVBVXETX,ZCELVYQU,217020
FCYBOAXC,FWUCPMMW,30774
FCYBOAXC,QKXNTIIB,1350502
FCYBOAXC,VUAFAIYJ,846687
FDXPMYGF,BSRMSVTC,274218
FDXPMYGF,DUCMGGNW,901246
FDXPMYGF,FITUEHWN,109040
FDXPMYGF,HCDTGMST,229157
FDXPMYGF,HXYSSRXE,5023270
FDXPMYGF,KEUWZRKO,478355
FDXPMYGF,LUENUFGA,4144992
FDXPMYGF,OGAFEHLU,79767
FDXPMYGF,PYZMVUWD,11668
FDXPMYGF,SUOYXCHP,58385
FDXPMYGF,TGOELCAG,395410
FDXPMYGF,VMAQSTJE,34097
FDXPMYGF,VWMBASNE,201744
FDXPMYGF,WBLJNPZQ,171817
FDXPMYGF,WPQXWHYO,16164389
FDXPMYGF,WQMVCOEM,13161
FDXPMYGF,XIFHSOWQ,58873
FITUEHWN,KJNSOAHR,22442005
FITUEHWN,RCBZUSIM,69767
FITUEHWN,SAAYMURU,91438
FITUEHWN,STZDBITS,18825348
FITUEHWN,WBLJNPZQ,183199
FQCLOEXA,AXULOHBQ,87180
FQCLOEXA,BLANHGYY,90532
FQCLOEXA,BSRMSVTC,287125
FQCLOEXA,DEWLVASR,376384
FQCLOEXA,EVBVXETX,5565177
FQCLOEXA,FITUEHWN,121947
FQCLOEXA,IGDVVKUD,39541
FQCLOEXA,KJNSOAHR,19890889
FQCLOEXA,LUENUFGA,4109431
FQCLOEXA,NZKBIBNU,278815
FQCLOEXA,PYZMVUWD,25798
FQCLOEXA,SAHWCZNH,2144304
FQCLOEXA,WPQXWHYO,15902707
FQCLOEXA,XIFHSOWQ,71780
FQCLOEXA,ZCELVYQU,216485
FQCLOEXA,ZKENOUDA,506031
FRHNWLNI,ATLDMDBO,37559664
FRHNWLNI,BLANHGYY,90691
FRHNWLNI,DNMPSKTB,5575208
FRHNWLNI,DUCMGGNW,865609
FRHNWLNI,HXYSSRXE,4905313
FRHNWLNI,LPHPPJUG,1172518
FRHNWLNI,LUENUFGA,4129252
FRHNWLNI,QRKRBYJL,2544237
FRHNWLNI,RCBZUSIM,72675
FRHNWLNI,UGEQLMXM,230736
FRHNWLNI,VBYCLTYZ,584408
FTSVTTSR,DEWLVASR,364093
FTSVTTSR,ELQGMQWE,567056
FTSVTTSR,FWUCPMMW,27902
FTSVTTSR,GKQIJYDH,1972141
FTSVTTSR,LLHREMKS,100459
FTSVTTSR,SAAYMURU,87749
FTSVTTSR,SNHYOVBM,128783
FTSVTTSR,STZDBITS,19290294
FTSVTTSR,TGOELCAG,181205
FTSVTTSR,XIIEJNEE,72679
FTSVTTSR,ZCELVYQU,204193
FTSVTTSR,ZXERAXWP,79268
FWUCPMMW,AXULOHBQ,87252
FWUCPMMW,BLANHGYY,91229
FWUCPMMW,BSRMSVTC,287822
FWUCPMMW,FDXPMYGF,72678
FWUCPMMW,FTSVTTSR,190366
FWUCPMMW,HCDTGMST,259908
FWUCPMMW,JSLXRQOK,42887
FWUCPMMW,LLHREMKS,109737
FWUCPMMW,NAQIHUKZ,95701
FWUCPMMW,VMAQSTJE,48735
FWUCPMMW,WBLJNPZQ,185421
FWUCPMMW,WHPUAOID,71921
FWUCPMMW,XIIEJNEE,81956
GKQIJYDH,FWUCPMMW,22044
GKQIJYDH,XMKRPGLB,848905
GKQIJYDH,YSYHGLQK,5574
GKQIJYDH,ZXERAXWP,82788
GYHKIVQT,AANGBULD,360191
GYHKIVQT,APQGTRMF,59749
GYHKIVQT,ATLDMDBO,37080055
GYHKIVQT,AXULOHBQ,77728
GYHKIVQT,BEZYMBBT,3281402
GYHKIVQT,DEWLVASR,360191
GYHKIVQT,DNMPSKTB,5541730
GYHKIVQT,ELQGMQWE,538750
GYHKIVQT,EVBVXETX,5551519
GYHKIVQT,FQCLOEXA,2261808
GYHKIVQT,HXYSSRXE,4871834
GYHKIVQT,KJNSOAHR,19438672
GYHKIVQT,LPHPPJUG,1156165
GYHKIVQT,NZKBIBNU,262621
GYHKIVQT,OKMBFVKS,2056722
GYHKIVQT,PYZMVUWD,19249
GYHKIVQT,QRKRBYJL,2510758
GYHKIVQT,QVLMOEYE,1052203
GYHKIVQT,RCBZUSIM,64607
GYHKIVQT,SDWAYPIK,5316564
GYHKIVQT,VWMBASNE,201732
GYHKIVQT,WPQXWHYO,16240908
GYHKIVQT,XUOIQPFL,2400019
GYHKIVQT,ZGJXVMNI,2759350
GYHKIVQT,ZKENOUDA,489838
GYHKIVQT,ZXERAXWP,80130
HCDTGMST,ATLDMDBO,36111677
HCDTGMST,BEZYMBBT,3191620
HCDTGMST,JERHKLYW,75997
HCDTGMST,KEUWZRKO,477197
HCDTGMST,LUENUFGA,4090262
HCDTGMST,STZDBITS,19222498
HCDTGMST,XIFHSOWQ,62431
HXYSSRXE,ATLDMDBO,37159378
HXYSSRXE,AXULOHBQ,77175
HXYSSRXE,BLANHGYY,78419
HXYSSRXE,BSRMSVTC,275289
HXYSSRXE,DNMPSKTB,5568644
HXYSSRXE,EVBVXETX,5538577
HXYSSRXE,FDXPMYGF,71410
HXYSSRXE,FQCLOEXA,2278537
HXYSSRXE,GYHKIVQT,33707711
HXYSSRXE,JPBRUTWP,5416356
HXYSSRXE,KEUWZRKO,466230
HXYSSRXE,LPHPPJUG,1172894
HXYSSRXE,LUENUFGA,4122688
HXYSSRXE,OGAFEHLU,85714
HXYSSRXE,PYZMVUWD,18973
HXYSSRXE,RAWUKQMJ,4309834
HXYSSRXE,RJGPVEXX,759873
HXYSSRXE,SAHWCZNH,2164501
HXYSSRXE,SDWAYPIK,5305583
HXYSSRXE,SUOYXCHP,73051
HXYSSRXE,UGEQLMXM,217381
HXYSSRXE,VMAQSTJE,40044
HXYSSRXE,VWMBASNE,215187
HXYSSRXE,WPQXWHYO,15934754
HXYSSRXE,XIFHSOWQ,62052
HXYSSRXE,ZGJXVMNI,2746408
HXYSSRXE,ZKENOUDA,489562
IGDVVKUD,ATLDMDBO,36837764
IGDVVKUD,AXULOHBQ,79752
IGDVVKUD,BLANHGYY,83103
IGDVVKUD,BTMOEMEP,8217330
IGDVVKUD,DJBLNPNC,17911
IGDVVKUD,DNMPSKTB,6154676
IGDVVKUD,FDXPMYGF,62987
IGDVVKUD,HXYSSRXE,5039751
IGDVVKUD,LRVGFDFM,2758589
IGDVVKUD,QRKRBYJL,2874134
IGDVVKUD,QVLMOEYE,1117319
IGDVVKUD,ROACSLMG,2264172
IGDVVKUD,SDWAYPIK,5299831
IGDVVKUD,SNHYOVBM,1167566
IGDVVKUD,SUOYXCHP,64628
IGDVVKUD,UXSPKBJR,451382
IGDVVKUD,VBYCLTYZ,576820
IGDVVKUD,WQMVCOEM,19404
JBVHSUWY,APQGTRMF,65687
JBVHSUWY,ELQGMQWE,551430
JBVHSUWY,FTSVTTSR,160589
JBVHSUWY,KEUWZRKO,462182
JBVHSUWY,KJNSOAHR,20977794
JBVHSUWY,LLHREMKS,109237
JBVHSUWY,LTOYKIML,469838
JBVHSUWY,NAQIHUKZ,90385
JBVHSUWY,VMAQSTJE,44714
JBVHSUWY,ZKENOUDA,532829
JERHKLYW,BEZYMBBT,3353120
JERHKLYW,DBWLZWNK,147580
JERHKLYW,JPBRUTWP,5555344
JERHKLYW,QKXNTIIB,1302412
JERHKLYW,SAAYMURU,91321
JERHKLYW,TGOELCAG,1226845
JERHKLYW,VUAFAIYJ,904606
JERHKLYW,XIPPENFQ,172093
JPBRUTWP,AANGBULD,376920
JPBRUTWP,APQGTRMF,69736
JPBRUTWP,ATLDMDBO,37439609
JPBRUTWP,AXULOHBQ,87716
JPBRUTWP,BEZYMBBT,3232754
JPBRUTWP,BTMOEMEP,8021159
JPBRUTWP,DEWLVASR,376920
JPBRUTWP,DNMPSKTB,5568644
JPBRUTWP,ELQGMQWE,555479
JPBRUTWP,FQCLOEXA,2278537
JPBRUTWP,GYHKIVQT,35103058
JPBRUTWP,HXYSSRXE,4898749
JPBRUTWP,JBVHSUWY,506567
JPBRUTWP,OGAFEHLU,94433
JPBRUTWP,OKMBFVKS,2192710
JPBRUTWP,OXKURKXR,210276
JPBRUTWP,QRKRBYJL,2544613
JPBRUTWP,QVLMOEYE,1068932
JPBRUTWP,RAWUKQMJ,4343704
JPBRUTWP,RCBZUSIM,73051
JPBRUTWP,RJGPVEXX,776878
JPBRUTWP,SDWAYPIK,5305583
JPBRUTWP,UGEQLMXM,231112
JPBRUTWP,VBYCLTYZ,584784
JPBRUTWP,VWMBASNE,215187
JPBRUTWP,WBLJNPZQ,171482
JPBRUTWP,XUOIQPFL,2416748
JPBRUTWP,ZGJXVMNI,2786265
JSLXRQOK,DJBLNPNC,18451
JSLXRQOK,FTSVTTSR,181216
JSLXRQOK,KJNSOAHR,21676843
JSLXRQOK,LLHREMKS,102477
JSLXRQOK,NAQIHUKZ,88442
JSLXRQOK,SAAYMURU,88730
JSLXRQOK,TGOELCAG,1618295
JSLXRQOK,XIIEJNEE,72806
JSLXRQOK,ZCELVYQU,235489
KAGJCHMR,BUZIIBYG,20807758
KAGJCHMR,DDEXPPXU,57249
KAGJCHMR,FQCLOEXA,3240712
KAGJCHMR,FTSVTTSR,171239
KAGJCHMR,FWUCPMMW,29999
KAGJCHMR,GKQIJYDH,2822517
KAGJCHMR,JSLXRQOK,33728
KAGJCHMR,LTOYKIML,427040
KAGJCHMR,NAQIHUKZ,86010
KEUWZRKO,EVBVXETX,5570968
KEUWZRKO,FRHNWLNI,757753
KEUWZRKO,LUENUFGA,4115222
KEUWZRKO,MIRCVAMV,100072
KEUWZRKO,NZKBIBNU,275301
KEUWZRKO,RJGPVEXX,772829
KEUWZRKO,SAHWCZNH,2160452
KEUWZRKO,UIFPPCLR,106305
KEUWZRKO,VWMBASNE,211138
KEUWZRKO,WPQXWHYO,15891489
KEUWZRKO,XIFHSOWQ,68267
KEUWZRKO,XIPPENFQ,156444
KJNSOAHR,AXULOHBQ,76087
KJNSOAHR,BLANHGYY,67067
KJNSOAHR,EVBVXETX,5526076
KJNSOAHR,FCYBOAXC,105917320
KJNSOAHR,LRVGFDFM,2769907
KJNSOAHR,QRKRBYJL,2485315
KJNSOAHR,QVLMOEYE,1040299
KJNSOAHR,VBYCLTYZ,560784
KJNSOAHR,ZCELVYQU,188387
LLHREMKS,BLANHGYY,89869
LLHREMKS,ELQGMQWE,587797
LLHREMKS,FWUCPMMW,39531
LLHREMKS,GKQIJYDH,2772948
LLHREMKS,KAGJCHMR,42399
LLHREMKS,LSOIUSXD,272282
LLHREMKS,MBSBZBXA,5637407
LLHREMKS,QKXNTIIB,1305954
LLHREMKS,STZDBITS,18967171
LLHREMKS,UGEQLMXM,234309
LLHREMKS,XIIEJNEE,82125
LLHREMKS,ZCELVYQU,246133
LLHREMKS,ZXERAXWP,90549
LPHPPJUG,AHMDUILJ,133723
LPHPPJUG,AXULOHBQ,87340
LPHPPJUG,DDEXPPXU,66060
LPHPPJUG,FQCLOEXA,2278161
LPHPPJUG,HXYSSRXE,4905313
LPHPPJUG,NZKBIBNU,278974
LPHPPJUG,ZKENOUDA,506191
LRVGFDFM,APQGTRMF,47823
LRVGFDFM,ATLDMDBO,37261282
LRVGFDFM,AXULOHBQ,76066
LRVGFDFM,BTMOEMEP,7750627
LRVGFDFM,DBWLZWNK,127627
LRVGFDFM,DJBLNPNC,15448
LRVGFDFM,DNMPSKTB,5563935
LRVGFDFM,GYHKIVQT,34479208
LRVGFDFM,HXYSSRXE,4894039
LRVGFDFM,IGDVVKUD,21067
LRVGFDFM,JPBRUTWP,5398376
LRVGFDFM,LPHPPJUG,1144240
LRVGFDFM,LSOIUSXD,249459
LRVGFDFM,OGAFEHLU,74829
LRVGFDFM,OKMBFVKS,2044797
LRVGFDFM,OXKURKXR,184897
LRVGFDFM,QRKRBYJL,2485294
LRVGFDFM,QVLMOEYE,1040278
LRVGFDFM,RCBZUSIM,53446
LRVGFDFM,ROACSLMG,2047640
LRVGFDFM,SDWAYPIK,5266229
LRVGFDFM,UGEQLMXM,205732
LRVGFDFM,VBYCLTYZ,560762
LRVGFDFM,VUAFAIYJ,854636
LRVGFDFM,WBLJNPZQ,159832
LRVGFDFM,XIIEJNEE,56740
LRVGFDFM,XUOIQPFL,2405098
LSOIUSXD,AXULOHBQ,85475
LSOIUSXD,CCLHWFWF,13239311
LSOIUSXD,DUCMGGNW,912448
LSOIUSXD,GYHKIVQT,35392929
LSOIUSXD,KJNSOAHR,21918403
LSOIUSXD,LRVGFDFM,2812254
LSOIUSXD,QVLMOEYE,1096763
LSOIUSXD,VUAFAIYJ,906434
LSOIUSXD,VWMBASNE,212946
LSOIUSXD,WBLJNPZQ,183019
LSOIUSXD,XIPPENFQ,162571
LSOIUSXD,XUOIQPFL,2470859
LTOYKIML,CCLHWFWF,13606231
LTOYKIML,DEWLVASR,370757
LTOYKIML,FTSVTTSR,158476
LTOYKIML,JSLXRQOK,36753
LTOYKIML,LLHREMKS,102380
LTOYKIML,MBSBZBXA,5404540
LTOYKIML,NAQIHUKZ,89035
LTOYKIML,OXKURKXR,204114
LTOYKIML,VUAFAIYJ,860124
LTOYKIML,XIIEJNEE,74599
LUENUFGA,ATLDMDBO,37560040
LUENUFGA,AXULOHBQ,87716
